Gen,LR,pvalue,DNA_tamura-nei-D,prot_pdistance,ensmbl_CporID,gene_name
cluster13131,0,1,-0.064677773,-0.084210526,ENSCPOP00000008396,RFLNB
cluster11665,40.296574,2.18E-10,0.028286141,0.045548654,ENSCPOP00000013635,PSMD3
cluster11394,48.697128,2.99E-12,0.060257775,0.050761421,ENSCPOP00000003714,TREM2
cluster12041,0,1,0.002364093,0,ENSCPOP00000012861,HDAC3
cluster14047,0,1,-0.002631615,0.006451613,ENSCPOP00000015982,OR52M1
cluster14786,0,1,0.00138704,0.011278195,ENSCPOP00000005476,ELOVL4
cluster10222,0,1,-0.025914468,-0.046052632,ENSCPOP00000005479,FUT1
cluster14855,17.318858,3.16E-05,0.046047829,0.070512821,ENSCPOP00000011720,TCF15
cluster10658,0,1,0.009517435,0.011538462,ENSCPOP00000016709,MAGEE1
cluster11095,22.736024,1.86E-06,0.342647738,0.336134454,ENSCPOP00000014428,PHOX2B
cluster10561,0,1,0.011637675,0.017241379,ENSCPOP00000003957,DCK
cluster12725,92.717952,0,0.049080058,0.047419805,ENSCPOP00000008089,ITGB1
cluster12501,36.555738,1.48E-09,0.022292116,0.028901734,ENSCPOP00000002644,TESPA1
cluster13060,0.314522,0.574918472,-0.011040674,0,ENSCPOP00000012027,Ramp3
cluster11503,35.438798,2.63E-09,0.00341791,0.004618938,ENSCPOP00000018355,TNFRSF1B
cluster14184,0,1,-0.012938754,-0.006289308,ENSCPOP00000018036,EFHD2
cluster11206,0,1,-0.016911357,-0.026548673,ENSCPOP00000005930,SLC7A5
cluster10317,0,1,-0.026343868,0,ENSCPOP00000003320,C1QBP
cluster14803,0,1,-0.003443742,0,ENSCPOP00000019029,SOX12
cluster10622,0,1,-0.008683539,-0.007968127,ENSCPOP00000009452,ERP29
cluster12713,98.35003,0,0.069067914,0.080645161,ENSCPOP00000001143,FAM234B
cluster13248,0,1,0.007451469,0.005755396,ENSCPOP00000020497,VRTN
cluster10776,56.633128,5.25E-14,0.006159131,0.01,ENSCPOP00000003100,DHX40
cluster13671,44.474258,2.58E-11,0.02559426,0.032653061,ENSCPOP00000000550,NSMCE4A
cluster14441,0,1,-0.018422754,-0.024539877,ENSCPOP00000004345,TUBE1
cluster12259,0,1,0.004042249,0,ENSCPOP00000019324,ALX3
cluster14984,17.762476,2.50E-05,0.001379068,0.021505376,ENSCPOP00000015765,KLK10
cluster10805,108.179312,0,0.030420222,0.021447721,ENSCPOP00000016881,UMODL1
cluster14946,0,1,-0.040470569,-0.0546875,ENSCPOP00000011120,PLA2G1B
cluster12458,0,1,-0.003936848,0,ENSCPOP00000002653,CTNNB1
cluster11437,0.000242,0.98758833,0.035851274,0.05,ENSCPOP00000009343,0
cluster12774,0,1,-0.011276782,-0.003883495,ENSCPOP00000016862,SLC18A3
cluster13090,11.682614,0.000630868,0.005283109,0.003325942,ENSCPOP00000011976,TMF1
cluster12958,0,1,-0.027109277,-0.031128405,ENSCPOP00000017077,ADO
cluster12066,0.21618,0.64196611,0.039432825,0.047169811,ENSCPOP00000008451,NT5DC1
cluster12776,0.052916,0.818064744,-0.00381006,0,ENSCPOP00000009440,VDAC3
cluster11747,119.892174,0,0.047531451,0.055555556,ENSCPOP00000013462,DNAJC3
cluster14188,0,1,-0.000607002,-0.006369427,ENSCPOP00000010513,0
cluster13038,0,1,0.007063904,-0.006756757,ENSCPOP00000006995,MARCKSL1
cluster12726,15.988364,6.37E-05,0.060846328,-0.006849315,ENSCPOP00000018988,0
cluster10520,0,1,-0.011675661,-0.007352941,ENSCPOP00000004252,OSGEPL1
cluster11862,0,1,-0.003935234,-0.004830918,ENSCPOP00000017841,SOCS3
cluster10201,0,1,0.004234024,-0.005025126,ENSCPOP00000017825,NAA11
cluster13974,39.555016,3.19E-10,0.030697247,0.01910828,ENSCPOP00000015633,CETN3
cluster10741,0,1,0.010304291,0,ENSCPOP00000001586,BET1
cluster13384,0,1,-0.01966,-0.003174603,ENSCPOP00000003640,LMAN2
cluster10337,0,1,-0.078489364,-0.087628866,ENSCPOP00000004297,GALNT8
cluster12327,33.06288,8.92E-09,0.240555893,0.23655914,ENSCPOP00000004534,IL20
cluster10758,0,1,0.00926772,0.004329004,ENSCPOP00000018989,NELFE
cluster12449,0,1,-0.006857427,-0.003012048,ENSCPOP00000013248,FAM131B
cluster13168,0.002534,0.959852364,0.002344024,0.006329114,ENSCPOP00000012971,TGM1
cluster13165,0,1,-0.032759836,-0.022222222,ENSCPOP00000003354,0
cluster10574,0,1,-0.039525097,-0.025974026,ENSCPOP00000019917,SDHAF1
cluster12679,23.236266,1.43E-06,0.010353891,0.005882353,ENSCPOP00000001343,GUCY2D
cluster12862,0,1,0.005727042,0,ENSCPOP00000019362,RAB40C
cluster10301,0,1,-0.0108118,-0.008298755,ENSCPOP00000007838,AMIGO2
cluster10956,0,1,-0.014336627,-0.021413276,ENSCPOP00000002019,0
cluster11666,0,1,-0.034942349,-0.024822695,ENSCPOP00000015240,HSD17B1
cluster10747,0,1,-0.005499994,0,ENSCPOP00000007629,TMEM11
cluster11281,22.172642,2.49E-06,0.022325445,0.03930131,ENSCPOP00000002201,SPPL3
cluster11083,0,1,-0.014439015,0,ENSCPOP00000020907,NAT14
cluster12442,0.317074,0.573371393,0.007347257,0.028708134,ENSCPOP00000013829,LRRC52
cluster14739,0,1,-0.014915774,-0.011363636,ENSCPOP00000017738,0
cluster10274,32.247846,1.36E-08,0.01799634,0.032,ENSCPOP00000000927,MAOA
cluster14498,29.393826,5.91E-08,0.002093608,0.004295533,ENSCPOP00000004757,NUP160
cluster13923,0,1,-0.014249141,-0.019138756,ENSCPOP00000004532,MRPL16
cluster10162,0,1,-0.009467929,-0.006472492,ENSCPOP00000020392,OR51E1
cluster10291,46.104076,1.12E-11,0.059720857,0.038961039,ENSCPOP00000006292,CENPK
cluster13593,0,1,-0.167096954,-0.243523316,ENSCPOP00000005653,0
cluster15025,0,1,-0.00660979,-0.008658009,ENSCPOP00000001860,EPM2A
cluster11636,50.32833,1.30E-12,-0.030050463,-0.018214936,ENSCPOP00000006796,DDX18
cluster14102,0,1,-0.000133456,0.002183406,ENSCPOP00000014289,MOCS3
cluster10328,0.096736,0.755782289,0.025494058,0.070175439,ENSCPOP00000019471,CKS1B
cluster12632,0,1,-0.001463877,-0.002132196,ENSCPOP00000006654,RARS
cluster12342,0,1,0.039130898,0.107843137,ENSCPOP00000006010,LSM3
cluster11258,0,1,-0.02327484,-0.009584665,ENSCPOP00000000150,SMARCE1
cluster13255,64.55998,8.88E-16,0.049900037,0.053864169,ENSCPOP00000013379,SELENOO
cluster11191,61.996458,3.44E-15,0.058174741,0.07027027,ENSCPOP00000000531,B9D1
cluster10179,0,1,-0.005709016,-0.038690476,ENSCPOP00000018911,RXFP4
cluster10354,0,1,0.019455596,0.006329114,ENSCPOP00000003393,CIB4
cluster13560,0.016098,0.899037043,-0.019052394,-0.020576132,ENSCPOP00000014629,PALMD
cluster13196,0,1,-0.005522885,0,ENSCPOP00000018573,DMRTB1
cluster14577,0,1,-0.005969749,0,ENSCPOP00000000671,RYBP
cluster13555,0,1,-0.006650333,-0.006185567,ENSCPOP00000003469,PPM1G
cluster12646,19.85238,8.37E-06,-0.00236145,0.011019284,ENSCPOP00000016790,ACTR6
cluster13561,0.110952,0.73906289,-0.008011198,-0.01986755,ENSCPOP00000014533,ZGLP1
cluster13016,0.101648,0.749860862,4.37E-05,0.005882353,ENSCPOP00000000402,RAB11FIP2
cluster13849,20.700572,5.37E-06,-0.004763641,-0.010579065,ENSCPOP00000006223,F5
cluster12340,0,1,-0.003228047,0,ENSCPOP00000020822,TMEM38A
cluster14001,0,1,-0.00876037,-0.029850746,ENSCPOP00000002669,Ndufb11
cluster12770,0,1,-0.010116282,-0.004310345,ENSCPOP00000008213,ELK1
cluster11527,0,1,-0.001395281,0,ENSCPOP00000015438,ZFP36
cluster14471,0,1,0.004090905,0.013661202,ENSCPOP00000006021,SKIL
cluster13931,0,1,-0.02583414,-0.023474178,ENSCPOP00000021178,0
cluster13815,0,1,0.005596195,0.010752688,ENSCPOP00000008117,EIF4G2
cluster12012,2.150696,0.142505276,0.004073327,-0.00241838,ENSCPOP00000020818,VIL1
cluster13522,85.14015,0,0.09641089,0.097560976,ENSCPOP00000009824,SBSPON
cluster14288,-0.008602,1,-0.003855996,0,ENSCPOP00000016727,ROPN1L
cluster12390,0,1,-0.001969643,0,ENSCPOP00000009971,ACTR1A
cluster10832,0,1,0.01210627,0.024630542,ENSCPOP00000021131,MRPL3
cluster10697,-0.005564,1,0.001671444,-0.014705882,ENSCPOP00000004614,CNPY4
cluster14160,0.387538,0.533596381,-0.010693156,-0.004175365,ENSCPOP00000000591,TROVE2
cluster11471,0,1,-0.011085083,-0.003322259,ENSCPOP00000019490,BARHL1
cluster13442,0,1,-0.014622398,-0.005714286,ENSCPOP00000004732,CBLN3
cluster12097,0.727792,0.393599825,-0.002722039,-0.01986755,ENSCPOP00000012871,0
cluster11013,17.729138,2.55E-05,0.010719021,0.005780347,ENSCPOP00000003394,SLC35B1
cluster11136,0,1,-0.004547456,0,ENSCPOP00000000209,NECAP1
cluster13858,0,1,0.000117243,-0.010582011,ENSCPOP00000013451,Il23a
cluster13046,0,1,0.009311665,-0.002222222,ENSCPOP00000019050,KCNK5
cluster10209,0,1,-0.015032718,0.006472492,ENSCPOP00000013046,JKAMP
cluster14888,0,1,-0.018120034,0.003164557,ENSCPOP00000009913,KRT23
cluster12001,0,1,0.009874423,-0.022988506,ENSCPOP00000016107,HIGD1B
cluster11797,0,1,-0.00625253,-0.015923567,ENSCPOP00000004605,0
cluster12115,4.268368,0.038828205,-0.019510684,-0.020737327,ENSCPOP00000003044,THUMPD2
cluster10588,15.05476,0.000104437,0.04844937,0.066176471,ENSCPOP00000012312,CCDC6
cluster13149,0,1,0.006403702,0,ENSCPOP00000006212,EIF1B
cluster13228,15.986734,6.38E-05,-0.001347321,0.005766063,ENSCPOP00000003098,MN1
cluster13828,5.799816,0.016027852,-0.012905079,-0.005882353,ENSCPOP00000017232,Niacr1
cluster14941,0,1,-0.004548865,-0.027472527,ENSCPOP00000000237,FGF21
cluster11777,0,1,-0.005862024,-0.020942408,ENSCPOP00000003429,PERP
cluster12653,29.243408,6.38E-08,0.000351861,0.004341534,ENSCPOP00000000862,CDC5L
cluster12250,2.00E-06,0.998871621,-0.004096381,-0.004494382,ENSCPOP00000010739,C12orf66
cluster11825,0,1,-0.056410576,-0.041666667,ENSCPOP00000003364,IGFLR1
cluster13568,100.507292,0,0.058833823,0.071428571,ENSCPOP00000012664,ST8SIA4
cluster13620,5.199904,0.022588136,0.005838286,0.014492754,ENSCPOP00000004436,COX6A2
cluster14165,2.225552,0.135744135,0.001393098,-0.005540166,ENSCPOP00000013179,MAPK13
cluster14825,0,1,0.005216952,0,ENSCPOP00000010680,PIGK
cluster10211,51.996218,5.56E-13,0.01367931,-0.002583979,ENSCPOP00000000527,ESAM
cluster14798,0,1,0.016296949,0.01369863,ENSCPOP00000002555,0
cluster10374,11.038266,0.000892503,0.011868447,0.012048193,ENSCPOP00000000419,GRPR
cluster14938,0,1,-0.017963471,-0.009433962,ENSCPOP00000013494,METTL7B
cluster11953,0,1,-0.007901061,-0.015037594,ENSCPOP00000001784,Il1b
cluster11237,0,1,-0.114304893,-0.142857143,ENSCPOP00000012912,RAB32
cluster14108,0,1,-0.012519696,-0.003773585,ENSCPOP00000012240,OTUD6B
cluster13247,0,1,#N/A,#N/A,ENSCPOP00000019284,0
cluster10180,0,1,2.54E-06,0,ENSCPOP00000012930,Brs3
cluster12603,0,1,0.010834058,0.01369863,ENSCPOP00000016600,SMTNL1
cluster11187,126.191026,0,0.057906137,0.071691176,ENSCPOP00000008814,ADAMTS16
cluster11882,0,1,0.0107697,0,ENSCPOP00000007627,CNIH1
cluster13646,0,1,0.006106189,0.004,ENSCPOP00000003969,0
cluster14939,114.016368,0,0.138806404,0.118764846,ENSCPOP00000010971,EIF2AK2
cluster13680,0,1,0.001057458,-0.015267176,ENSCPOP00000002380,TM4SF5
cluster11326,0,1,-0.002064828,0.003533569,ENSCPOP00000005155,ANKRD13B
cluster13608,0,1,-0.004223589,0.003424658,ENSCPOP00000010200,CAVIN2
cluster14590,1.050922,0.305294838,-0.001926153,-0.005673759,ENSCPOP00000019666,CEP97
cluster13365,1.05448,0.304477554,-0.004036432,0.006993007,ENSCPOP00000017373,DLX3
cluster13891,64.55413,8.88E-16,0.005871859,0.024064171,ENSCPOP00000016517,NT5DC3
cluster14479,114.827906,0,0.021039278,0.016276704,ENSCPOP00000011895,TTBK2
cluster10154,3.189398,0.074117301,-0.006137236,0.004237288,ENSCPOP00000002132,Mip
cluster14258,0.073656,0.786086179,0.00949155,0.016216216,ENSCPOP00000013102,DEPDC7
cluster13064,37.784502,7.90E-10,0.004735689,0.038647343,ENSCPOP00000007761,LYPLA2
cluster10182,0,1,-0.005930764,-0.015957447,ENSCPOP00000005004,MPV17L2
cluster13791,0.591994,0.441649086,-0.015242518,0,ENSCPOP00000012813,DMC1
cluster12845,5.455178,0.019510416,0.005014016,0.01320132,ENSCPOP00000004794,LRPAP1
cluster11075,0,1,-0.061933345,-0.073604061,ENSCPOP00000019356,CENPB
cluster10215,0,1,-0.006382329,0.002164502,ENSCPOP00000010141,TOMM70
cluster10612,0,1,0.011321013,0.004464286,ENSCPOP00000019515,0
cluster13276,0,1,0.010165801,0.045307443,ENSCPOP00000020967,0
cluster11702,0,1,-0.008806375,0.004376368,ENSCPOP00000000046,TRIM35
cluster10825,0,1,-0.035815565,-0.033613445,ENSCPOP00000011377,IL17F
cluster12157,0,1,-0.005367937,-0.018867925,ENSCPOP00000018396,TTC9C
cluster11622,0,1,-0.003093319,-0.008492569,ENSCPOP00000012699,AMIGO1
cluster15050,0,1,-0.000267177,0,ENSCPOP00000019800,CXCL14
cluster10330,0,1,-0.003358337,0.008849558,ENSCPOP00000015161,C11orf91
cluster10357,0,1,0.004099639,0.016447368,ENSCPOP00000019265,HCAR1
cluster11445,1.445094,0.229316796,0.009605866,0.010471204,ENSCPOP00000004702,WNT10A
cluster11659,0.990248,0.319681769,-0.023610741,-0.033557047,ENSCPOP00000015911,C17orf98
cluster14782,64.864834,7.77E-16,0.03711192,0.051428571,ENSCPOP00000004537,DPYS
cluster11945,38.122924,6.64E-10,0.178737771,0.246376812,ENSCPOP00000005442,COX19
cluster13401,0,1,-0.005528819,-0.005706134,ENSCPOP00000013796,TGM6
cluster14658,0,1,-0.004090732,-0.002702703,ENSCPOP00000000392,HAO1
cluster13712,0,1,-0.004317115,0.006622517,ENSCPOP00000004218,RCN1
cluster10292,0,1,-0.014087862,-0.00967118,ENSCPOP00000006478,ACBD3
cluster10654,0,1,0.001988796,0.00295858,ENSCPOP00000007964,SCAMP1
cluster13903,0,1,0.013114737,0.021406728,ENSCPOP00000016214,HOXC13
cluster10497,71.087184,0,-0.008656879,0,ENSCPOP00000007163,MBOAT1
cluster11781,103.405146,0,0.023510982,0.014652015,ENSCPOP00000019045,ZAR1L
cluster15064,13.01504,0.000308999,0.010730482,0.030172414,ENSCPOP00000001201,0
cluster10949,0,1,0.005961722,0.009852217,ENSCPOP00000020264,0
cluster10969,40.318084,2.16E-10,0.019571462,0.033613445,ENSCPOP00000012035,EGLN3
cluster10618,0,1,-0.030730859,-0.013333333,ENSCPOP00000019660,PXDC1
cluster14348,11.848902,0.000576954,-0.003054595,0.003783102,ENSCPOP00000000836,MSH6
cluster14073,14.173606,0.000166692,0.008801557,0.019672131,ENSCPOP00000001391,ADAM7
cluster13783,0,1,0.008852565,0,ENSCPOP00000017151,0
cluster12119,0,1,0.004240466,0,ENSCPOP00000018614,CDS2
cluster15010,0,1,#N/A,#N/A,ENSCPOP00000001155,PEX13
cluster12307,43.769942,3.69E-11,0.058474182,0.062992126,ENSCPOP00000009021,ULK2
cluster14850,0,1,-0.023849006,-0.017621145,ENSCPOP00000019933,STBD1
cluster10870,0,1,-0.004152027,-0.007633588,ENSCPOP00000013614,IBA57
cluster11325,2.18289,0.139552196,-0.037492219,-0.010309278,ENSCPOP00000016137,C17orf50
cluster11392,0,1,0.017967817,0,ENSCPOP00000005492,FGF18
cluster11606,0,1,0.004712801,-0.004166667,ENSCPOP00000008243,UGCG
cluster10364,0,1,0.004151612,0,ENSCPOP00000001371,ZNHIT1
cluster11629,29.90373,4.54E-08,0.039988155,0.056603774,ENSCPOP00000011282,VPS25
cluster10584,0,1,-0.007067199,-0.006622517,ENSCPOP00000008299,Ngb
cluster11439,0.004006,0.949533214,-0.005644495,0.005681818,ENSCPOP00000001288,PODXL2
cluster13042,0,1,-0.182596327,-0.194539249,ENSCPOP00000005931,ZNF282
cluster11842,0,1,0.039350149,0.032786885,ENSCPOP00000018044,LENEP
cluster10510,0,1,-0.005414157,-0.00660793,ENSCPOP00000011539,CTSA
cluster12767,0,1,-0.011491929,-0.009090909,ENSCPOP00000013582,0
cluster11840,0,1,-0.007209727,0.006085193,ENSCPOP00000016506,DNAJC7
cluster11472,0,1,0.007905671,0.018867925,ENSCPOP00000008107,C19orf25
cluster15046,0,1,-0.006493735,0.014319809,ENSCPOP00000007501,CHRNA9
cluster10206,44.040922,3.22E-11,0.036938263,0.055776892,ENSCPOP00000017680,MTCH1
cluster14550,0,1,-0.013411665,-0.006535948,ENSCPOP00000007370,NSUN2
cluster12350,0,1,-0.011711474,-0.019400353,ENSCPOP00000004624,KHSRP
cluster10371,0,1,0.005345421,0.007017544,ENSCPOP00000002075,LYPD3
cluster10297,0,1,0.010612482,0.00802139,ENSCPOP00000003580,CADM4
cluster12706,81.392176,0,0.029502525,0.042183623,ENSCPOP00000020853,GALNS
cluster13962,4.460924,0.034678734,0.038481793,0.058020478,ENSCPOP00000013786,0
cluster11754,80.866172,0,-0.088807821,-0.112820513,ENSCPOP00000011393,0
cluster12551,5.703756,0.016928649,-0.010987511,0,ENSCPOP00000004638,BCL2L12
cluster11771,0,1,-0.010854224,-0.003590664,ENSCPOP00000013955,RNPEPL1
cluster12118,55.84534,7.84E-14,0.042966394,0.042990654,ENSCPOP00000013221,PARP4
cluster11452,0.086838,0.768236142,-0.000545981,0.019607843,ENSCPOP00000005499,0
cluster15033,0,1,-0.00138423,-0.004545455,ENSCPOP00000000323,SYNGR1
cluster11415,0,1,-0.009679367,0,ENSCPOP00000007504,P4HTM
cluster11649,0,1,-0.027824717,-0.025700935,ENSCPOP00000001922,0
cluster13989,16.97495,3.79E-05,0.007608995,0.020565553,ENSCPOP00000002606,CRISPLD1
cluster10553,0,1,-0.012310802,-0.009090909,ENSCPOP00000006879,DPH5
cluster13086,58.36609,2.18E-14,0.020459822,0.022535211,ENSCPOP00000011174,WDR45
cluster13065,0,1,-0.000991755,-0.003571429,ENSCPOP00000012653,CEBPE
cluster12737,0,1,-0.013343547,-0.011560694,ENSCPOP00000016138,TNNI3
cluster14098,0,1,5.48E-05,0,ENSCPOP00000000255,CRABP2
cluster13459,0.102772,0.748528148,0.001552916,0.003913894,ENSCPOP00000018510,SLC2A10
cluster12978,0,1,-0.022316741,-0.034013605,ENSCPOP00000018556,CLDN15
cluster14758,27.38722,1.67E-07,0.005487909,0.004319654,ENSCPOP00000000191,0
cluster12701,92.089866,0,0.04958356,0.061032864,ENSCPOP00000011672,ZC3H15
cluster11951,56.558756,5.45E-14,0.032388323,0.031446541,ENSCPOP00000016844,EFNB1
cluster11227,0.684152,0.408160654,0.00479626,0.004975124,ENSCPOP00000012330,SLC30A1
cluster14429,0,1,-0.01657983,-0.017142857,ENSCPOP00000005972,FAM210B
cluster12554,0,1,-0.008391189,-0.005494505,ENSCPOP00000008697,TMEM70
cluster10920,89.645382,0,0.126258907,0.104895105,ENSCPOP00000005544,FAM180B
cluster13314,30.089902,4.12E-08,-0.007810446,0,ENSCPOP00000017294,ENAH
cluster11071,54.416032,1.62E-13,0.0066451,0.012110727,ENSCPOP00000010237,KCNC1
cluster12948,28.781476,8.10E-08,0.023415918,0.032,ENSCPOP00000018165,STUB1
cluster10726,0,1,-0.000538516,0.002724796,ENSCPOP00000004353,UHRF2
cluster11111,0,1,-0.004926386,0,ENSCPOP00000012322,CCDC87
cluster12482,0.769008,0.380524111,-0.006500152,0.006185567,ENSCPOP00000008360,USP39
cluster11203,33.288878,7.94E-09,0.087985058,0.110497238,ENSCPOP00000002286,0
cluster11563,0,1,-0.013430154,-0.010067114,ENSCPOP00000009051,0
cluster11922,13.574356,0.000229297,0.022990797,0.010989011,ENSCPOP00000010718,NHLRC3
cluster13173,41.545416,1.15E-10,0.023404641,0.019963702,ENSCPOP00000009591,MORC4
cluster11827,0,1,-0.011489513,-0.008264463,ENSCPOP00000005535,EPYC
cluster12393,0,1,0.002961326,0.005630631,ENSCPOP00000003877,FBN1
cluster12474,0.326144,0.567938511,0.002593059,0.026923077,ENSCPOP00000001034,Ca3
cluster14083,6.499474,0.010790641,-0.003068669,0.019607843,ENSCPOP00000008404,PPP1R14A
cluster13539,0,1,0.004838301,0.005813953,ENSCPOP00000012574,0
cluster10749,0,1,-0.023700166,-0.012396694,ENSCPOP00000017431,AMN
cluster11216,19.705224,9.04E-06,0.028132463,0.044025157,ENSCPOP00000020356,LRRC2
cluster12046,0,1,-0.001565634,0,ENSCPOP00000011346,Fbxo2
cluster11785,0,1,0.004282501,0,ENSCPOP00000000540,NUDT16L1
cluster11937,0,1,0.009059239,-0.006006006,ENSCPOP00000014594,CCDC89
cluster14333,0,1,-0.042410391,-0.039735099,ENSCPOP00000020689,BTC
cluster11948,0,1,-0.042425396,0,ENSCPOP00000006122,PTGES3L-AARSD1
cluster14177,0.372506,0.541641442,0.008463863,0.018779343,ENSCPOP00000019877,RASSF10
cluster14882,0,1,-0.000488969,0,ENSCPOP00000010280,TGIF2-C20orf24
cluster11962,5.955216,0.014673805,0.008623157,0,ENSCPOP00000015270,PDZK1IP1
cluster14172,81.604332,0,0.076371828,0.080769231,ENSCPOP00000003636,INA
cluster12199,0,1,-0.002689191,0.010650888,ENSCPOP00000019875,WFS1
cluster14504,4.107534,0.04269257,0.162417144,0.234567901,ENSCPOP00000006119,Guca2b
cluster10190,0,1,-0.01691236,-0.028142589,ENSCPOP00000007057,UBQLN3
cluster13481,14.995694,0.000107757,0.031033687,0.02020202,ENSCPOP00000005963,C3orf33
cluster11569,0,1,0.008557579,0,ENSCPOP00000000031,CHRNA1
cluster12869,4.935316,0.026313251,-0.005801256,-0.010441767,ENSCPOP00000012745,MKI67
cluster14851,0.01934,0.889396155,0.003128348,0.008053691,ENSCPOP00000019055,SCARF2
cluster10181,58.909364,1.65E-14,0.013688858,0.011608624,ENSCPOP00000019639,ABCG5
cluster14169,0,1,-0.0067881,-0.006006006,ENSCPOP00000008298,CTBS
cluster13283,0,1,-0.081009787,-0.142857143,ENSCPOP00000007430,Il2
cluster11274,0,1,-0.00881976,-0.006289308,ENSCPOP00000017644,ANKRD40
cluster10872,0,1,-0.003920297,-0.005434783,ENSCPOP00000016924,TMEM147
cluster14065,0,1,-0.077329917,-0.048780488,ENSCPOP00000014884,0
cluster11717,0,1,-0.005093217,0.004347826,ENSCPOP00000011193,PAXBP1
cluster13277,11.911288,0.000557948,0.007971227,0.009803922,ENSCPOP00000020438,0
cluster14257,4.012056,0.045176029,0.012865394,0.033333333,ENSCPOP00000006924,0
cluster14401,0,1,-0.003870391,0.003533569,ENSCPOP00000013920,0
cluster13437,1.429918,0.231777821,0.004598263,0.002683363,ENSCPOP00000013204,NID1
cluster11980,0,1,-0.004456104,0,ENSCPOP00000006472,MRPL28
cluster11349,17.172288,3.41E-05,0.00605428,0.02259887,ENSCPOP00000010191,0
cluster10329,0,1,0.007361351,0.017167382,ENSCPOP00000014096,NAGPA
cluster14477,10.796084,0.00101715,0.006447869,0.009090909,ENSCPOP00000005149,CCDC58
cluster13749,0.943036,0.331498281,-0.050633578,0,ENSCPOP00000017421,0
cluster12805,0,1,0.000177462,0.001169591,ENSCPOP00000013217,COPB2
cluster11395,0.000908,0.975960952,-0.015343088,0,ENSCPOP00000004783,0
cluster13246,25.420882,4.61E-07,0.064255438,0.084848485,ENSCPOP00000006886,CLIC2
cluster13186,13.710136,0.0002133,0.012002538,0,ENSCPOP00000011651,IARS2
cluster10327,0,1,-0.003048621,0,ENSCPOP00000012942,FZD4
cluster14732,12.82071,0.000342804,0.022810499,0.034682081,ENSCPOP00000016895,SESN3
cluster12590,36.317916,1.68E-09,-0.001821623,0.005025126,ENSCPOP00000009106,Trpv1
cluster14061,0,1,-0.03352542,-0.026923077,ENSCPOP00000014422,MKRN3
cluster14347,0,1,-0.018139846,-0.003861004,ENSCPOP00000016456,LRRC61
cluster12521,11.662658,0.000637672,-0.057371485,-0.02238806,ENSCPOP00000008208,FCMR
cluster14461,32.974502,9.34E-09,0.049859631,0.048672566,ENSCPOP00000000966,Kcnk1
cluster10231,10.424442,0.001243584,0.041783033,0.056338028,ENSCPOP00000005116,CAVIN4
cluster10631,0,1,-0.000542549,-0.005427408,ENSCPOP00000005309,DDX24
cluster12851,58.54263,1.99E-14,0.027785012,0.044642857,ENSCPOP00000016380,Wdr1
cluster13784,0,1,-0.007640484,0,ENSCPOP00000016108,RND3
cluster12942,0,1,0.008620241,0.014492754,ENSCPOP00000009294,SDHAF2
cluster14033,5.973932,0.014518872,0.118616417,0.125,ENSCPOP00000007266,MLKL
cluster11324,0,1,0.006978732,0.004444444,ENSCPOP00000016743,CACNG4
cluster14868,0,1,0.011650083,0.00952381,ENSCPOP00000017349,SRXN1
cluster13294,0,1,0.021610151,0.040540541,ENSCPOP00000012001,TSEN15
cluster10815,0.005642,0.940124607,0.018961571,0.052631579,ENSCPOP00000012168,HEBP1
